,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
272,102.07,46.6647601003,3.85091859651,7.68818151822,266.793419779,42.3067564098,290,8,16,0.0222171122855,"[1175318, array([ 4.09581538, -2.09904883,  1.79548523]), array([ 0.82104266, -0.42240725,  0.38400659])]"
2,100.06,48.5659187384,192.055016926,1.75233372609,283.599493083,41.3800804578,38,4,116,0.0222327675919,"[154408, array([ 4.17802512, -2.02421253,  1.9412653 ]), array([ 0.82104266, -0.42240725,  0.38400659])]"
187,87.8,36.4382804477,254.693944333,52.8355159543,353.109464077,6.33070684676,226,70,32,0.0223045583947,"[921706, array([ 3.94414414, -1.97128481,  1.73373864]), array([ 0.82104266, -0.42240725,  0.38400659])]"
45,95.46,48.6063727486,200.606597707,12.9620762821,301.142371129,38.4638514065,88,14,158,0.0223488174327,"[357829, array([ 4.21669698, -2.0708461 ,  2.03305735]), array([ 0.82104266, -0.42240725,  0.38400659])]"
203,99.07,32.3144285628,-45.8811468259,52.3107290533,200.407771326,17.2588259341,244,54,12,0.022350472243,"[993156, array([ 3.56972503, -1.9472021 ,  1.69370075]), array([ 0.82104266, -0.42240725,  0.38400659])]"
160,95.38,47.6714154556,198.849473518,11.9703351884,299.038426471,39.8399091875,198,86,78,0.0224574181071,"[809769, array([ 4.14606721, -2.23536786,  2.03518255]), array([ 0.82104266, -0.42240725,  0.38400659])]"
14,98.72,47.4841130093,192.068822979,3.06314827421,284.864895491,42.3516220038,62,4,140,0.0224628777498,"[251620, array([ 4.10858758, -2.24173859,  1.94294556]), array([ 0.82104266, -0.42240725,  0.38400659])]"
269,102.09,46.3884524784,3.8679015585,7.7608788378,266.677545529,42.5643377204,288,8,14,0.0225269542553,"[1167217, array([ 4.07245523, -2.14445568,  1.80322374]), array([ 0.82104266, -0.42240725,  0.38400659])]"
237,105.49,42.9479169111,355.744203798,19.9492089929,247.776792094,40.3603532107,270,20,4,0.0225546767425,"[1095392, array([ 3.89583872, -2.10256173,  1.7728605 ]), array([ 0.82104266, -0.42240725,  0.38400659])]"
232,106.76,41.2265602093,349.211573993,27.8332399499,236.539672666,36.1313436228,266,28,6,0.0226256848743,"[1079913, array([ 3.85515815, -1.86565699,  1.7896079 ]), array([ 0.82104266, -0.42240725,  0.38400659])]"
